Customer ID,,Name,Age,SSN,Occupation,Annual Income,,Num Bank Accounts,Num Credit Card,Interest Rate,Num of Loan,Type of Loan,Delay from due date,Num of Delayed Payment,Changed Credit Limit,Num Credit Inquiries,CreditAbove StandardMix,Outstanding Debt,Credit Utilization Ratio,,,Total EMI per month,Amount invested monthly,Payment Behaviour,Monthly Balance,,Monthly_In_Hand_Salary,Credit History Age (Months)
CUS 0x7110,,Jessica Toonkelj,34,501-31-1895,Manager,87932.96,,4,3,4,2,"Home Equity Loan, and Not Specified",13,11,10.7,3,Good,649.7,37.16,,,117.42,667.09,Low spent Small value payments,226.17,,6594.97,265
CUS 0x7110,,Jessica Toonkelj,34,501-31-1895,Manager,87932.96,,4,3,4,2,"Home Equity Loan, and Not Specified",13,11,5.7,3,Good,649.7,32.15,,,117.42,158.65,High spent Large value payments,684.61,,6594.97,266
CUS 0x7110,,Jessica Toonkelj,35,501-31-1895,Manager,87932.96,,4,3,4,2,"Home Equity Loan, and Not Specified",13,14,11.7,3,Good,649.7,41.31,,,117.42,47.36,High spent Large value payments,795.9,,6594.97,267
CUS 0xb057,,Data MIssing,48,046-76-3154,Scientist,31557.73,,0,5,6,2,"Student Loan, and Auto Loan",7,12,0.55,5,Above Standard,1323.96,30.46,,,28.79,45.11,High spent Medium value payments,463.87,,2366.83,292
CUS 0xb057,,Francesca Piscioneric,48,046-76-3154,Scientist,31557.73,,0,5,6,2,"Student Loan, and Auto Loan",10,12,-5.45,5,Good,1323.96,25.25,,,28.79,225.62,Low spent Medium value payments,313.37,,2366.83,293
CUS 0xb057,,Francesca Piscioneric,48,046-76-3154,Scientist,31557.73,,0,5,6,2,"Student Loan, and Auto Loan",10,12,0.55,5,Above Standard,1323.96,25.4,,,28.79,186.93,Low spent Medium value payments,352.06,,2366.83,294
CUS 0xb057,,Francesca Piscioneric,48,046-76-3154,Scientist,31557.73,,0,5,6,2,"Student Loan, and Auto Loan",10,13,0.55,5,Good,1323.96,36.77,,,28.79,157.91,Low spent Large value payments,371.08,,2366.83,295
CUS 0x7e09,,Smithn,51,829-75-6996,Doctor,128390.84,,4,34,3,3,"Auto Loan, Payday Loan, and Personal Loan",20,1,4.86,9,Good,531.62,31.84,,,206.16,430.75,High spent Small value payments,685.31,,9629.31,347
CUS 0x7e09,,Smithn,51,829-75-6996,Doctor,128390.84,,4,4,3,3,"Auto Loan, Payday Loan, and Personal Loan",20,-1,1.86,Data Missing,Good,531.62,32.49,,,206.16,155.67,High spent Large value payments,940.4,,9629.31,348
CUS 0x7e09,,Smithn,51,829-75-6996,Doctor,128390.84,,4,4,3,3,"Auto Loan, Payday Loan, and Personal Loan",20,0,1.86,9,Good,531.62,34.96,,,206.16,853.42, Data Missing,282.65,,9629.31,349
CUS 0x7e09,,Smithn,51,829-75-6996,Doctor,128390.84,,4,4,3,3,"Auto Loan, Payday Loan, and Personal Loan",20,1,5.86,9,Good,531.62,37.49,,,206.16,788.36,Low spent Large value payments,337.71,,9629.31,350
CUS 0x9e3b,,Caroline Valetkevitchh,20,477-46-8860,Writer,61887.2,,7,4,13,4,"Not Specified, Payday Loan, Personal Loan, and Student Loan",14,17,0.89,3,Standard,1370.48,40.68,,,160.19,,High spent Large value payments,530.73,,4641.54,387
CUS 0x9e3b,,Caroline Valetkevitchh,20,477-46-8860,Writer,61887.2,,7,4,13,4,"Not Specified, Payday Loan, Personal Loan, and Student Loan",13,17,0.89,3,Standard,1370.48,25.51,,,160.19,161.58,High spent Small value payments,438.25,,4641.54,388
CUS 0x9e3b,,Caroline Valetkevitchh,20,477-46-8860,Writer,61887.2,,7,4,13,4,"Not Specified, Payday Loan, Personal Loan, and Student Loan",14,15,0.89,3,Standard,1370.48,35.09,,,160.19,247.75,High spent Small value payments,352.08,,4641.54,389
CUS 0x9e3b,,Caroline Valetkevitchh,20,477-46-8860,Writer,61887.2,,7,4,13,4,"Not Specified, Payday Loan, Personal Loan, and Student Loan",14,18,0.89,3,Above Standard,1370.48,32.23,,,160.19,334.48,High spent Small value payments,265.36,,4641.54,390
CUS 0xc3c1,,Emmanuelx,16,512-79-2502,Musician,10320.67,,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,20,15.58,12,Standard,1759.88,40.82,,,31.35,52.49,Low spent Small value payments,284.06,,774.05,208
CUS 0xc3c1,,Data MIssing,16,Data MIssing,Musician,10320.67,,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,20,15.58,12,Standard,1759.88,35.61,,,31.35,45.55,Low spent Medium value payments,281,,774.05,209
CUS 0xc3c1,,Emmanuelx,16,512-79-2502,Musician,10320.67,,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,20,15.58,12,Standard,1759.88,28.05,,,31.35,26.74,Low spent Medium value payments,299.81,,774.05,210
CUS 0xc3c1,,Emmanuelx,16,512-79-2502,Musician,10320.67,,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,20,15.58,12,Standard,1759.88,29.28,,,31.35,49.63,Low spent Large value payments,266.92,,774.05,211
CUS 0xc629,,Taraa,19,774-80-0114,Scientist,32594.76,,2,2,11,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",11,5,7.54,1350,Good,1146.39,30.55,,,74.12,333.14,Low spent Small value payments,178.66,,2444.61,346
CUS 0xc629,,Taraa,19,774-80-0114,Scientist,32594.76,,2,2,11,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",11,10,7.54,2,Good,1146.39,30.56,,,74.12,112.45,High spent Medium value payments,359.35,,2444.61,347
CUS 0xc629,,Data MIssing,19,774-80-0114,Scientist,32594.76,,2,2,11,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",9,7,7.54,2,Good,1146.39,34.81,,,74.12,164.21,Low spent Medium value payments,337.59,,2444.61,348
CUS 0xc629,,Taraa,19,774-80-0114,Scientist,32594.76,,2,2,11,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",15,7,7.54,2,Good,1146.39,35.51,,,74.12,225.21,Low spent Small value payments,286.59,,2444.61,349
CUS 0x2e96,,Carolinex,54,735-57-7317,Writer,61669.47,,34,6,13,0,,23,18,6.94,6,Standard,1083.29,40.74,,,0,118,High spent Large value payments,641.01,,4625.21,394
CUS 0x2e96,,Carolinex,54,735-57-7317,Writer,61669.47,,34,6,13,0,,23,18,6.94,6,Standard,1083.29,39.11,,,0,399.2,Low spent Small value payments,409.81,,4625.21,395
CUS 0x2e96,,Carolinex,54,735-57-7317,Writer,61669.47,,3,6,13,0,,19,15,0.94,6,Standard,1083.29,39.57,,,0,85.27,High spent Medium value payments,683.74,,4625.21,396
CUS 0x2e96,,Carolinex,55,735-57-7317,Writer,61669.47,,3,6,13,0,,23,18,6.94,6,Standard,1083.29,30.79,,,0,,High spent Medium value payments,647.74,,4625.21,397
CUS 0x660d,,Guernigou Danielr,35,162-98-1418,Teacher,34514.51,,4,6,9,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",29,9,7.25,7,Standard,841.46,38.27,,,102.46,41.66,High spent Medium value payments,412.6,,2588.59,217
CUS 0x660d,,Data MIssing,35,162-98-1418,Teacher,34514.51,,4,6,9,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",32,10,7.25,7,Standard,841.46,27.5,,,102.46,110.25,High spent Medium value payments,344.01,,2588.59,218
CUS 0x660d,,Guernigou Danielr,35,Data MIssing,Teacher,34514.51,,4,6,9,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",29,13, ,7,Standard,841.46,29.72,,,102.46,357.48,Low spent Small value payments,136.77,,2588.59,
CUS 0x660d,,Guernigou Danielr,35,162-98-1418,Teacher,34514.51,,4,6,9,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",30,10,7.25,7,Standard,841.46,30.08,,,102.46,72.7,High spent Large value payments,371.56,,2588.59,220
CUS 0xaa87,,Martellm,28,357-64-9397,Scientist,85589.68,,8,4,8,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",27,9,4.29,4,Above Standard,428.42,23.96,,,217.5,430.22,Low spent Medium value payments,316.43,,6419.23,306
CUS 0xaa87,,Martellm,28,Data MIssing,       ,85589.68,,8,4,8,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",25,Data Missing,4.29,6,Standard,428.42,36,,,217.5,302.89,High spent Small value payments,423.75,,6419.23,307
CUS 0xaa87,,Martellm,28,357-64-9397,Scientist,85589.68,,8,4,8,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",27,9,4.29,6,Standard,428.42,29.19,,,217.5,212.48,High spent Medium value payments,504.16,,6419.23,308
CUS 0xaa87,,Martellm,28,357-64-9397,Scientist,85589.68,,8,4,8,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",27,9,4.29,6,Standard,428.42,33.14,,,217.5,236,High spent Medium value payments,480.65,,6419.23,309
CUS 0x8d2b,,Charlie Dunmoree,50,858-76-0640,Writer,21053.37,,4,4,2,2,"Payday Loan, and Not Specified",26,19, ,3,Good,586.15,31.46,,,28.39,115.39,Low spent Small value payments,307.87,,1579,300
CUS 0x8d2b,,Charlie Dunmoree,50,858-76-0640,Writer,21053.37,,4,4,2,2,"Payday Loan, and Not Specified",26,20,4.66,3,Good,586.15,38.73,,,28.39,58.48,Low spent Small value payments,364.77,,1579,301
CUS 0x8d2b,,Data MIssing,50,858-76-0640,Writer,21053.37,,4,4,2,2,"Payday Loan, and Not Specified",26,21,3.66,3,Good,586.15,25.61,,,28.39,47.7,Low spent Large value payments,355.55,,1579,302
CUS 0x8d2b,,Charlie Dunmoree,50,858-76-0640,Writer,21053.37,,4,4,2,2,"Payday Loan, and Not Specified",26,21,3.66,3,Good,586.15,34.02,,,28.39,218.32,Low spent Small value payments,204.93,,1579,303
CUS 0xedf,,Sruthi Ramakrishnanx,33,Data MIssing,Journalist,14542.1,,6,3,33,6,"Mortgage Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, and Payday Loan",19,13,9.28,10,Standard,2034.21,29.87,,,43.99,161.09,Low spent Small value payments,229.91,,1090.66,211
CUS 0xedf,,Sruthi Ramakrishnanx,33,075-05-7829,Journalist,14542.1,,6,3,33,6,"Mortgage Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, and Payday Loan",21,15,9.28,10,Standard,2034.21,29.39,,,43.99,55.82,Low spent Small value payments,335.18,,1090.66,
CUS 0xedf,,Data MIssing,33,075-05-7829,Journalist,14542.1,,6,3,33,6,"Mortgage Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, and Payday Loan",21,13,9.28,10,Standard,2034.21,22.55,,,43.99,62.84, Data Missing,318.16,,1090.66,213
CUS 0xedf,,Sruthi Ramakrishnanx,33,075-05-7829,       ,14542.1,,6,3,33,6,"Mortgage Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, and Payday Loan",19,Data Missing,9.28,10,Above Standard,2034.21,25.01,,,43.99,128.87,Low spent Large value payments,242.12,,1090.66,214
CUS 0x1baf,,Data MIssing,41,589-48-5213,Accountant,111896.16,,8,7,17,0,,31,16,14.79,10,Standard,978.3,35.48,,,0,152.02,High spent Medium value payments,1055.15,,8392.21,225
CUS 0x1baf,,Andrea Shalal-Esap,41,589-48-5213,Accountant,111896.16,,8,7,17,0,,26,11,9.79,10,Standard,978.3,41.95,,,0,236.05,High spent Large value payments,961.11,,8392.21,226
CUS 0x1baf,,Andrea Shalal-Esap,41,589-48-5213,Accountant,111896.16,,8,34,17,0,,25,13,9.79,10,Standard,978.3,31.85,,,0,96.79,High spent Large value payments,1100.38,,8392.21,227
CUS 0x1baf,,Andrea Shalal-Esap,41,589-48-5213,Accountant,111896.16,,8,7,17,0,,26,13,9.79,10,Standard,978.3,28.35,,,0,1008.47,Low spent Small value payments,238.7,,8392.21,228
CUS 0x1a33,,Younglait,42,883-91-5779,Developer,7064.385,,10,9,19,6,"Student Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",58,22,24.9,12,Bad,3918.55,22.37,,,27.2,10.58,High spent Small value payments,261.59,,529.83,162
CUS 0x1a33,,Younglait,42,883-91-5779,Developer,7064.385,,10,9,19,6,"Student Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",52,22,24.9,12,Bad,3918.55,29.25,,,27.2,12.07, Data Missing,250.1,,529.83,163
CUS 0x1a33,,Younglait,42,883-91-5779,Developer,7064.385,,10,9,19,6,"Student Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",54,22,24.9,12,Bad,3918.55,38.83,,,27.2,42.85,Low spent Small value payments,259.32,,529.83,164
CUS 0x1a33,,Younglait,43,883-91-5779,Developer,7064.385,,10,9,19,6,"Student Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",55,25,24.9,12,Bad,3918.55,23.37,,,27.2,40.15,Low spent Small value payments,262.02,,529.83,165
CUS 0x40f,,Kohk,35,305-18-2483,       ,72588.99,,7,4,19,2,"Student Loan, and Home Equity Loan",22,8,11.87,6,Standard,1031.21,40.67,,,72.93,49.33,High spent Large value payments,741.95,,5444.17,267
CUS 0x40f,,Kohk,35,305-18-2483,Entrepreneur,72588.99,,7,4,19,2,"Student Loan, and Home Equity Loan",19,8,11.87,6,Standard,1031.21,29.32,,,72.93,544.3,Low spent Medium value payments,286.98,,5444.17,268
CUS 0x40f,,Kohk,35,305-18-2483,Entrepreneur,72588.99,,7,4,19,2,"Student Loan, and Home Equity Loan",20,8,11.87,6,Standard,1031.21,34.37,,,72.93,596.8,Low spent Medium value payments,234.48,,5444.17,269
CUS 0x40f,,Data MIssing,36,305-18-2483,Entrepreneur,72588.99,,7,4,19,2,"Student Loan, and Home Equity Loan",22,8,11.87,6,Above Standard,1031.21,32.56,,,72.93,537.57,Low spent Medium value payments,293.71,,5444.17,270
CUS 0x628b,,Alistair Barrz,26,716-20-2855,Scientist,60585.08,,8,6,8,2,"Personal Loan, and Home Equity Loan",23,Data Missing,-2.84,5,Good,461.13,24.99,,,84.26,153.56,High spent Small value payments,519.96,,4543.88,299
CUS 0x628b,,Alistair Barrz,26,716-20-2855,Scientist,60585.08,,8,6,8,2,"Personal Loan, and Home Equity Loan",22,11,4.16,5,Above Standard,461.13,38.97,,,84.26,337.88,Low spent Medium value payments,355.63,,4543.88,300
CUS 0x628b,,Alistair Barrz,26,716-20-2855,Scientist,60585.08,,8,6,8,2,"Personal Loan, and Home Equity Loan",24,9,7.16,5,Good,461.13,34.97,,,84.26,320.09,High spent Small value payments,353.43,,4543.88,301
CUS 0x628b,,Alistair Barrz,26,716-20-2855,Scientist,60585.08,,8,6,34,2,"Personal Loan, and Home Equity Loan",21,8,3.16,5,Good,461.13,24.98,,,84.26,250.56,Low spent Medium value payments,442.96,,4543.88,302
CUS 0x974a,,Bosleyg,34,372-05-2038,Musician,52949.07,,5,3,20,2,"Payday Loan, and Not Specified",24,15,9.89,7,Standard,1590.87,37.49,,,82.91,68.87,High spent Medium value payments,544.76,,3971.18,238
CUS 0x974a,,Bosleyg,29,372-05-2038,Musician,52949.07,,5,3,20,2,"Payday Loan, and Not Specified",27,9,9.89,7,Standard,1590.87,35.69,,,82.91,180.32,Low spent Medium value payments,463.31,,3971.18,239
CUS 0x974a,,Bosleyg,29,372-05-2038,Musician,52949.07,,5,3,34,2,"Payday Loan, and Not Specified",27,12,9.89,7,Standard,1590.87,32.48,,,82.91,122.46, Data Missing,521.17,,3971.18,240
CUS 0x974a,,Bosleyg,29,372-05-2038,Musician,52949.07,,5,3,20,2,"Payday Loan, and Not Specified",27,Data Missing,9.89,7,Above Standard,1590.87,25.19,,,82.91,176.87,Low spent Medium value payments,466.76,,3971.18,241
CUS 0xa0ee,,Kareyg,15,581-09-3881,Journalist,15444.74,,7,7,27,5,"Payday Loan, Payday Loan, Payday Loan, Student Loan, and Personal Loan",10,10,10.93,6,Standard,2324.66,35.4,,,46.55,30.3,Low spent Large value payments,318.66,,1158.36,85
CUS 0xa0ee,,Kareyg,15,581-09-3881,Journalist,15444.74,,7,7,27,5,"Payday Loan, Payday Loan, Payday Loan, Student Loan, and Personal Loan",10,10,10.93,6,Standard,2324.66,31.81,,,46.55,124.62,Low spent Small value payments,244.33,,1158.36,86
CUS 0xa0ee,,Kareyg,16,581-09-3881,Journalist,15444.74,,8,8,27,5,"Payday Loan, Payday Loan, Payday Loan, Student Loan, and Personal Loan",10,10,10.93,6,Standard,2324.66,39.33,,,6994,49.18,Low spent Small value payments,319.78,,1158.36,87
CUS 0xa0ee,,Kareyg,16,581-09-3881,Journalist,15444.74,,8,8,27,5,"Payday Loan, Payday Loan, Payday Loan, Student Loan, and Personal Loan",8,Data Missing,10.93,6,Standard,2324.66,37.02,,,46.55,132.74,Low spent Small value payments,236.21,,1158.36,88
CUS 0x5b02,,Aaronl,50,972-58-1211,Architect,28446.58,,3,5,5,4,"Debt Consolidation Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",2,Data Missing,1.12,4,Good,640.4,38.87,,,66.06,193.12,Low spent Large value payments,270.57,,2133.49,328
CUS 0x5b02,,Aaronl,50,972-58-1211,Architect,28446.58,,3,5,5,4,"Debt Consolidation Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",2,Data Missing,1.12,4,Above Standard,640.4,29.91,,,66.06,173.14,High spent Small value payments,280.55,,2133.49,329
CUS 0x5b02,,Aaronl,50,972-58-1211,Architect,28446.58,,3,5,5,4,"Debt Consolidation Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",2,8,1.12,4,Above Standard,640.4,28.62,,,66.06,275.55,Low spent Small value payments,208.14,,2133.49,330
CUS 0x5b02,,Aaronl,50,972-58-1211,Architect,28446.58,,3,5,5,4,"Debt Consolidation Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",2,8,0.12,4,Good,640.4,31.66,,,66.06,258.74,Low spent Small value payments,224.95,,2133.49,331
CUS 0x7047,,Alexeix,18,Data MIssing,Teacher,16532.33,,5,6,18,7,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Personal Loan",25,11,20.01,12,Standard,2551.12,38.27,,,52.68,133.2,Low spent Small value payments,245.79,,1239.92,136
CUS 0x7047,,Alexeix,18,560-15-2864,Teacher,16532.33,,5,6,18,7,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Personal Loan",25,11,18.01,12,Standard,2551.12,27.45,,,52.68,10000,Low spent Small value payments,250.74,,1239.92,137
CUS 0x7047,,Alexeix,18,560-15-2864,Teacher,16532.33,,5,6,18,7,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Personal Loan",25,8,18.01,12,Standard,2551.12,36.54,,,52.68,64.4, Data Missing,284.59,,1239.92,138
CUS 0x7047,,Alexeix,18,560-15-2864,Teacher,16532.33,,5,6,18,7,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Personal Loan",25,11,18.01,12,Standard,2551.12,27.62,,,52.68,119.75,Low spent Large value payments,239.24,,1239.92,139
CUS 0xff3,,Somervilled,55,726-35-5322,Scientist,17032.785,,0,6,2,3,"Personal Loan, Mortgage Loan, and Auto Loan",13,6,6.86,5,Above Standard,1229.08,31.02,,,33.3,22.78,High spent Large value payments,301.56,,1277.46,209
CUS 0xff3,,Somervilled,34,726-35-5322,Scientist,17032.785,,0,6,2,3,"Personal Loan, Mortgage Loan, and Auto Loan",9,8,6.86,5,Good,1229.08,33.25,,,33.3,20.21, Data Missing,304.13,,1277.46,210
CUS 0xff3,,Data MIssing,56,726-35-5322,Scientist,17032.785,,0,6,2,3,"Personal Loan, Mortgage Loan, and Auto Loan",13,9,3.86,5,Good,1229.08,36.06,,,33.3,76.95,Low spent Large value payments,277.39,,1277.46,211
CUS 0xff3,,Somervilled,56,726-35-5322,Scientist,17032.785,,0,6,2,3,"Personal Loan, Mortgage Loan, and Auto Loan",13,Data Missing,6.86,5,Good,1229.08,29.02,,,33.3,66.58,Low spent Small value payments,307.76,,1277.46,212
CUS 0x96c3,,Kaorip,28,596-84-2916,Lawyer,30261.67,,3,5,5,3,"Payday Loan, Home Equity Loan, and Credit-Builder Loan",8,19,6.48,4,Good,595.94,35.43,,,183.76,87.47,High spent Small value payments,362.27,,2269.63,268
CUS 0x96c3,,Kaorip,28,596-84-2916,Lawyer,30261.67,,3,5,5,3,"Payday Loan, Home Equity Loan, and Credit-Builder Loan",9,Data Missing,6.48,4,Good,595.94,30.31,,,183.76,226.21, Data Missing,233.53,,2269.63,269
CUS 0x96c3,,Kaorip,28,596-84-2916,Lawyer,30261.67,,3,5,5,3,"Payday Loan, Home Equity Loan, and Credit-Builder Loan",10,16,6.48,5,Good,595.94,28.97,,,183.76,192.74,Low spent Small value payments,287,,2269.63,
CUS 0x96c3,,Kaorip,28,596-84-2916,Lawyer,30261.67,,3,5,5,3,"Payday Loan, Home Equity Loan, and Credit-Builder Loan",10,16,6.48,5,Good,595.94,33.22,,,183.76,51.83,High spent Small value payments,397.91,,2269.63,271
CUS 0x2aac,,Carlynz,18,439-42-5767,Journalist,35853.56,,6,4,17,6,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",13,16,8.11,14,Standard,2410.94,37.11,,,101.81,118.97,High spent Small value payments,324.5,,2689.02,220
CUS 0x2aac,,Carlynz,18,Data MIssing,Journalist,35853.56,,6,4,17,6,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",15,18,8.11,14,Standard,2410.94,30.73,,,101.81,91.41,Low spent Large value payments,362.06,,2689.02,
CUS 0x2aac,,Carlynz,18,439-42-5767,Journalist,35853.56,,6,4,17,6,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",15,15,8.11,14,Standard,2410.94,21.88,,,101.81,249.77,Low spent Small value payments,223.71,,2689.02,222
CUS 0x2aac,,Carlynz,18,439-42-5767,Journalist,35853.56,,6,4,17,6,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",15,15,8.11,14,Standard,2410.94,37.43,,,101.81,33.23,High spent Large value payments,390.24,,2689.02,223
CUS 0x73a6,,Kenf,36,334-40-9481,Architect,52979.4,,9,8,25,6,"Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,15,18.53,14,Bad,2861.75,26.39,,,252.9,88.58, Data Missing,335.21,,3973.46,105
CUS 0x73a6,,Kenf,36,334-40-9481,Architect,52979.4,,9,8,25,6,"Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",39,15,18.53,14,Above Standard,2861.75,30.46,,,252.9,110.88,High spent Medium value payments,322.92,,3973.46,106
CUS 0x73a6,,Kenf,36,334-40-9481,Architect,52979.4,,9,8,25,6,"Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,15,18.53,14,Bad,2861.75,30.87,,,252.9,80.98,High spent Large value payments,342.81,,3973.46,107
CUS 0x73a6,,Kenf,34,334-40-9481,Architect,52979.4,,9,8,25,6,"Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,13,18.53,14,Bad,2861.75,29.21,,,252.9,102.21,High spent Large value payments,321.58,,3973.46,108
CUS 0x1069,,Data MIssing,32,761-27-5143,Accountant,58637.34,,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,19,12.56,7,Standard,208.8,36.88,,,139.89,106.8,High spent Large value payments,473.26,,4397.8,
CUS 0x1069,,Andreas Cremero,32,761-27-5143,Accountant,58637.34,,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,7,Standard,208.8,37.22,,,139.89,204.79,High spent Small value payments,395.27,,4397.8,370
CUS 0x1069,,Andreas Cremero,32,761-27-5143,Accountant,58637.34,,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,17,17.56,7,Standard,208.8,42.05,,,139.89,83.82,High spent Large value payments,496.24,,4397.8,371
CUS 0x1069,,Andreas Cremero,32,761-27-5143,Accountant,58637.34,,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,7,Above Standard,208.8,40.72,,,139.89,144.04,High spent Medium value payments,446.01,,4397.8,372
CUS 0x783f,,Barbashj,31,153-86-8335,Teacher,53106.54,,9,5,17,5,"Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",17,16,11.61,16,Bad,4381.27,25.78,,,131.14,277.12,Low spent Small value payments,308.29,,3982.99,175
CUS 0x783f,,Barbashj,34,153-86-8335,Teacher,53106.54,,9,5,17,5,"Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",17,15,4.61,16,Bad,4381.27,29.95,,,131.14,455.14,Low spent Small value payments,130.27,,3982.99,176
CUS 0x783f,,Barbashj,31,153-86-8335,Teacher,53106.54,,9,5,17,5,"Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",17,18,4.61,16,Bad,4381.27,37.3,,,131.14,100.01,High spent Large value payments,435.4,,3982.99,177
CUS 0x783f,,Barbashj,31,153-86-8335,Teacher,53106.54,,9,5,17,5,"Mortgage Loan, Student Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19,Data Missing,4.61,16,Bad,4381.27,35.08,,,131.14,563.91,Low spent Small value payments,21.51,,3982.99,
CUS 0x61b7,,Davidc,14,319-69-5178,Manager,73085.96,,10,10,29,8,"Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Not Specified",33,15,5.06,15,Bad,3870.22,33.97,,,367.06,,High spent Large value payments,320.32,,5481.45,
CUS 0x61b7,,Davidc,14,319-69-5178,Manager,73085.96,,10,10,29,8,"Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Not Specified",33,13,5.06,15,Bad,3870.22,38.07,,,367.06,205.2,High spent Medium value payments,272.5,,5481.45,
CUS 0x61b7,,Davidc,14,319-69-5178,Manager,73085.96,,10,10,29,8,"Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Not Specified",33,15,5.06,15,Above Standard,3870.22,32.08,,,367.06,111.68,High spent Small value payments,376.01,,5481.45,17
CUS 0x61b7,,Davidc,14,319-69-5178,Manager,73085.96,,10,10,29,8,"Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Not Specified",33,15,5.06,15,Above Standard,3870.22,23.97,,,367.06,331.82,Low spent Medium value payments,175.88,,5481.45,
CUS 0x65c0,,Data MIssing,53,343-78-2263,Lawyer,32029.98,,2,5,4,3,"Not Specified, Payday Loan, and Auto Loan",8,4,9.11,Data Missing,Good,451.72,36.96,,,42299,37.8,High spent Medium value payments,404.61,,2402.25,
CUS 0x65c0,,Martellg,53,343-78-2263,Lawyer,32029.98,,2,5,4,3,"Not Specified, Payday Loan, and Auto Loan",8,2,7.11,Data Missing,Above Standard,451.72,33.59,,,66.4,229.39,Low spent Medium value payments,243.03,,2402.25,370
